locId,countryCode,subnational1,subnational2,latitude,longitude,name,lastVisit,speciesCount
L21572372,SG,SG-,,1.3963968,103.7298042,Sungei Tengah,2024-10-13 07:08,41
L21572383,SG,SG-,,1.3976331,103.7296803,Sungei Tengah,2024-12-30 11:03,79
L14356646,SG,SG-,,1.3814377,103.7275597,Sungei Tengah Ring Rd,2024-01-16 13:02,69
L4314141,SG,SG-,,1.3635221,103.9476371,Tampines Eco Green,2025-01-12 15:40,175
L14356681,SG,SG-,,1.3654746,103.9428704,Tampines Mountain Bike Trail (former),2021-12-12 16:55,11
L30499721,SG,SG-,,1.3516436,103.923068,Tampines Quarry,2024-11-06 07:22,55
L11347984,SG,SG-,,1.334156,104.0229477,Tanah Merah Coast Road,2024-12-28 16:40,66
L1122093,SG,SG-,,1.3130758,103.9981699,Tanah Merah Coast and Grasslands,2024-10-03 07:00,123
L8095840,SG,SG-,,1.3282179,103.9711733,Tanah Merah Country Club,2023-02-08 07:51,10
L6052990,SG,SG-,,1.2789166,103.8107693,Telok Blangah Hill Park,2025-01-05 10:03,163
L9665627,SG,SG-,,1.3456167,103.9318589,"Temasek Polytechnic, Bedok",2022-03-02 10:26,12
L13502762,SG,SG-,,1.2880653,103.8586575,The Float @ Marina Bay,2025-01-11 17:34,38
L6059192,SG,SG-,,1.290027,103.7990078,The Greenway (Alexandra),2024-11-17 09:00,79
L14356151,SG,SG-,,1.3048967,103.8440247,The Istana 'gardens',2024-10-09 14:46,51
L9949025,SG,SG-,,1.2770543,103.8413151,The Pinnacle Duxton,2025-01-05 13:00,54
L10030487,SG,SG-,,1.3828884,103.8224247,Thomson Nature Park,2025-01-12 10:06,142
L1668802,SG,SG-,,1.3382009,103.6444898,Tiger Brewery Tuas,2010-03-25 00:00,29
L29303780,SG,SG-,,1.43717,103.7580156,TimMac @ Kranji,2024-12-16 08:34,39
L10755865,SG,SG-,,1.3306572,103.8471669,Toa Payoh Town Park,2024-11-29 08:40,55
L14451817,SG,SG-,,1.3427562,103.763552,Toh Tuck Woods,2024-08-02 18:10,33
L10054520,SG,SG-,,1.3698234,103.7763401,Tree House - Singapore,2022-07-02 11:09,8
L10088356,SG,SG-,,1.3034877,103.638834,Tuas Bay Street,2021-12-05 18:03,90
L1120642,SG,SG-,,1.2678455,103.6300717,Tuas South (Tuas South Avenue 16 and surrounds),2025-01-13 16:00,225
L12319160,SG,SG-,,1.2757272,103.6176989,Tuas South Boulevard,2024-11-02 08:05,89
L12289472,SG,SG-,,1.3011281,103.6196605,Tuas West,2022-11-02 10:23,90
L14356366,SG,SG-,,1.3390637,103.7945352,Turf Club Road / The Grandstand,2024-10-06 09:18,23
L17341827,SG,SG-,,1.4217429,103.7284315,Turut Track,2025-01-01 07:08,141
L23768753,SG,SG-,,1.3207425,103.7744717,Ulu Pandan Linear Park,2024-12-30 07:24,74
L7334169,SG,SG-,,1.3107492,103.7847894,Ulu Pandan Park Connector,2024-06-29 07:42,124
L6058646,SG,SG-,,1.3243689,103.7552047,Ulu Pandan Park Connector (Faber Heights),2025-01-12 10:14,144
L25848343,SG,SG-,,1.3126548,103.7796664,Ulu Pandan Park Connector (opp Holland Grove View),2024-11-20 08:14,46
L7823804,SG,SG-,,1.3057933,103.7729836,University Town: National University of Singapore,2024-07-14 20:17,42
L7510826,SG,SG-,,1.3150501,103.951889,Upper East Coast Wooded Area,2024-03-09 14:46,79
L8333784,SG,SG-,,1.3743254,103.8107995,Upper Peirce Reservoir Park,2024-08-25 09:28,129
L10739400,SG,SG-,,1.3994143,103.8064628,Upper Seletar Reservoir Park (USRP) inc. Mandai Road Track 7 / Nee Soon Swamp Forest,2024-11-21 12:31,168
L20438958,SG,SG-,,1.3070213,103.9203134,Victoria Junior College,2024-10-06 16:22,19
L12652922,SG,SG-,,1.3890947,103.7348277,Warren Golf and Country Club (former Cutforth Swamp),2021-11-30 12:13,74
L8591856,SG,SG-,,1.2884843,103.7724083,West Coast Park: east,2024-12-05 08:00,74
L2534686,SG,SG-,,1.2984908,103.7616163,West Coast Park: west,2025-01-12 11:10,159
L12656937,SG,SG-,,1.3947246,103.6622997,Western Catchement Coast (restricted access),2021-05-11 09:00,3
L17051010,SG,SG-,,1.2776665,103.7907427,Westridge walk,2024-02-04 17:32,50
L22357708,SG,SG-,,1.3788442,103.9549863,Wild Wild Wet/D'Resort Downtown East,2024-12-29 20:44,43
L6044538,SG,SG-,,1.3601265,103.8259372,Windsor Nature Park including Venus Drive and Venus Loop,2025-01-07 16:54,174
L7573608,SG,SG-,,1.4531378,103.7798542,Woodlands Waterfront Park,2025-01-07 07:43,86
L12497440,SG,SG-,,1.4368969,103.8353257,Yishun Neighbourhood Park,2024-03-21 18:54,30
L4858208,SG,SG-,,1.4252915,103.8389486,Yishun Pond,2024-12-08 07:14,85
L6337687,SG,SG-,,1.4312862,103.8338434,"Yishun Street 11, Block 153",2024-10-27 18:51,39
L6358050,SG,SG-,,1.3860304,103.7737656,Zhenghua Park,2024-11-07 07:49,39
L4507313,SG,SG-,,1.3486082,103.8349521,lakeview estate,2024-06-19 16:47,91
L6058752,SG,SG-,,1.3021421,103.7905589,one-north Park and One-North Residences,2025-01-07 12:18,82
L23016680,SG,SG-,,1.3111611,103.8162206,rainforest trail,2024-12-23 09:06,74
L22358475,SG,SG-,,1.3434705,103.7784863,rifle range nature park,2024-10-19 09:46,35
